Conference,Inc,Title,Length,Keywords,Entity,Singleton
Digital Work 2020,SAP,What's Hot: Trends in Productivity and Experience in the Intelligent Digital Workplace (*All Times EDT),107,"digital workplace,market trend,work transformation,today workplace,today workplace even,midpandemic impact,still moving,exceptional pace,often left","SAP,IDC","future,employee"
Digital Work 2020,SMG / CMSWire,[Roundtable Discussion] Developing a Future Ready Workforce (*All Times EDT),58,"exclusive group,interactive conversation,interactive conversation around,learning curve,remote work,challenging part,biggest workplace,biggest workplace challenge",,"covid19,crisis"
Digital Work 2020,Hootsuite,Moving Faster:  Ramping Up Internal Communications for Speed and Growth at Hootsuite (*All Times EDT),105,"information sharing,internal communication,hootsuite ha,hootsuite ha enjoyed,ha enjoyed rapid,enjoyed rapid growth,rapid growth since,growth since 2008,since 2008 expanding",Internal Communications at Hootsuite,"needed,team"
Digital Work 2020,Always Day One,Always Day One: How the Tech Titans Plan to Stay on Top Forever (*All Times EDT),223,"tech giant,workplace technology,digital workplace,ossifying like","Amazon,Google,Facebook,Microsoft,the tech giants',the tech giants","important,company,employee,strategy,secret,life,slowing"
Digital Work 2020,GE Healthcare,An Insider Guide to Building Stellar Learning & Development (*All Times EDT),138,"ld program,best learning,development program,invisible adjusting,invisible adjusting seamachine learningessly",L&D,"organization,upskilling,reskilling,employee,skill,simply,evolving"
Digital Work 2020,Google,From Nesting to Neighborhoods: Minimize Spatial Scarcity and Improve Collaboration (*All Times EDT),70,"growing team,growing team dwindling,team dwindling workspace,remain inspired,surroundings uxers,surroundings uxers space,uxers space need,nuanced constantly,nuanced constantly fluid,spatial landmark",Google,"people,significant"
Digital Work 2020,Nexthink,Flexible Working - A New Era of Productivity (*All Times EDT),174,"flexible working,remote work,employee expectation,flexible working ha,many year,ha plateaued",optimal data,"technology,enable,opportunity,covid19"
Digital Work 2020,VMware,Leveraging a Digital Workspace App to Accelerate Employee Onboarding (*All Times EDT),149,"digital workspace,digital workspace app,support employee,support employee onboarding,critical milestone,employee journey","VMWare,Workspace ONE","office,organization,building"
Digital Work 2020,ServiceNow,Unleashing the Power of Technology to Deliver Great Employee Experiences (*All Times EDT),116,"pandemic ha,pandemic ha created,new urgency,digitally transform,constant change,work happens,work happens ha,decoupled agile",,"workplace,employee,company"
Digital Work 2020,Gannett,Activating Change Management Principles in your Learning and User Engagement Initiatives (*All Times EDT),129,"user engagement,new tool,new tool process,procedure come,many user",,"training,initiative,workplace,communication,cycle,adoption,adopting,angst"
Digital Work 2020,IEEE ICICLE,AI + Human: A Total Reimagination of Learning and Work (*All Times EDT),135,"computing power,computing power growth,power growth supported,moore law,60 year,artificial intelligence development",,"change,technology,employee,era,entered,industry"
Digital Work 2020,Reworked / CMSWire,The 2020 State of Digital Workplace Report (*All Times EDT),71,"digital workplace,join siobhan,join siobhan fagan,siobhan fagan managing,fagan managing editor,sarah kimmel,sarah kimmel vp,report key,report key finding,updated 2020,updated 2020 state","Managing Editor,VP of Research",surprise
Digital Work 2020,Fast Company,Keynote Address - What I Saw at the Workplace Revolution: Lessons from the Digital Frontlines (*All Times EDT),87,"fast company,fast company editorinchief,company editorinchief stephanie,editorinchief stephanie mehta,stephanie mehta spends,mehta spends time,transforming business,dizzying speed,year interviewing,year interviewing leader","Fortune,The Wall Street Journal",entrepreneur
Digital Work 2020,Workgrid,Employee Experience Needs a New Approach (*All Times EDT),60,"integrated digital,integrated digital workplace,digital workplace experience,workplace experience requires,experience requires putting,requires putting employee,putting employee need,employee need front,disconnected application",Workgrid,"creating,challenge,siloed"
Digital Work 2020,Reworked/CMSWire,[Roundtable Discussion] Meeting the Employee Experience and Culture Expectations of Your Organization (*All Times EDT),42,"nt miss,exclusive group,interactive conversation,employee experience,connected culture,share insight,practical approach,exceed expectation",,"building,opportunity,peer"
Digital Work 2020,Shopify,It's in The Vault: Rebuilding our Company-Wide Wiki (*All Times EDT),167,"project team,change management,intranet project,company grew,5000 employee,five year,imperative grew,imperative grew rapidly",,comprehensively
Digital Work 2020,EIS,Streamlining Information Flows in the Digital Workplace: The Role of Artificial Intelligence and Knowledge Engineering (*All Times EDT),157,"information architecture,digital workplace,artificial intelligence ,efficient digital,efficient digital workplace,right information,right people,right time",the AI Powered Enterprise,"knowledge,getting"
Digital Work 2020,Microsoft,Work is Not a Place -- Its an Activity! (*All Times EDT),138,"key trend,key trend across,international corporate,international corporate leader,people collaborate,people collaborate across,collaborate across department,across department function",Firstline Workers,"working,business,workspace,highlighted"
Digital Work 2020,Simpplr,The Intranet Industry Changed. Were You Paying Attention? (*All Times EDT),86,"newly distributed,newly distributed workplace,distributed workplace make,workplace make intranet,industry ha,smarter deployment,smarter deployment option,second look",,"organization,shaken"
Digital Work 2020,"RiverStone, Workgrid",4 Strategies for Creating a No Fail Employee Experience (*All Times EDT),107,"employee experience,digital experience,global pandemic,business environment,ear organization,employee ca,employee ca nt",The Riverstone Group,"turning,figuring,productive,efficient"
Digital Work 2020,LumApps,How to Keep Employees Engaged: The Strategic Role of the Digital Workplace (*All Times EDT),82,"digital workplace,employee engagement,research show,engaged employee,workplace leading,better business,better business result",,"informed,productive"
Digital Work 2020,Sinequa,How to Build a Digital Workplace that Actually Works (*All Times EDT),136,"digital workplace,company must,company must modernize,work otherwise,risk leaving,risk leaving customer,leaving customer unsatisfied,employee unengaged,employee unengaged modern",,"information,sinequa,experience"
Digital Work 2020,StitchDX,Hybrid Work: the Requisite Merger of Intranet & Teams into a Modern Digital Workplace (*All Times EDT),80,"hybrid work,digital workplace,covid crisis,covid crisis ha,crisis ha completely,ha completely reshaped,employee engage,colleague hybrid,colleague hybrid work","COVID,Microsoft,Digital Workplace","company,becoming"
Digital Work 2020,Environmental Science Associates,Defining the Modern Intranet - the Backbone of Employee Experience (*All Times EDT),137,"modern intranet,effective modern,effective modern intranet,great intranet,unifying platform,unifying platform enmeshed",,"employee,engagement,explore,productivity,garner,organization"
Digital Work 2020,Maker Turtle,Transformation Tactics: Managing Big Change (*All Times EDT),60,"doe change,doe change management,change management really,management really feel,really feel like,working differently,realworld example,practical takehome,practical takehome idea","SVP,CIO,IDEX Corporation","series,story,thinking"
Digital Work 2020,Optimal Disruption,Keynote Address: Measuring Your Way to Digital Workplace ROI and Success (*All Times EDT),102,"digital workplace,compelling digital,compelling digital employee,digital employee experience,mass global,mass global shift,remote work,modern digital",ROI,"business,using,creating,imperative"
Oracle 2020,"Chief Executive Officer, Oracle",Oracle CEO Safra Catz at Oracle OpenWorld Europe,34,"cloud technology,cloud technology begin,world around,today emerging,today emerging technology,automation permeate,automation permeate every,permeate every aspect,every aspect life,aspect life learn",,"reshape,oracle"
Oracle 2020,"Chief Marketing Officer, EMEA, Japan and Asia Pacific, Oracle",Oracle Autonomous Cloud - World Bee Project CIC,41,"important specie,earth yet,earth yet bee,yet bee number,declined dramatically,year hear,world bee,world bee project,applying iot,applying iot big",The World Bee Project,oracle
Oracle 2020,"Vice President of Product Management, Oracle Cloud Infrastructure",A New Class of Cloud Infrastructure,23,"emerging technology,data management,data management complexity,management complexity lower,complexity lower cost,lower cost increase,cost increase reliability,development process",,"eliminate,source,speed,learn,help"
Oracle 2020,"EMEA Technology Research and Insights Leader, Deloitte",Big Shifts that will Determine Your Future Business of Technology Operating,35,"explore nine,explore nine shift,deliver technology,deliver technology rapidly,technology rapidly successively,scale learn,organization concluded,technology operating,technology operating model",Business of Technology,"determine,ability"
Oracle 2020,"Senior Vice President, Oracle Cloud",Oracle Cloud Drives Innovation and Real Change,32,"cloud technology,cloud technology begin,world around,emerging technology,impacting every,impacting every aspect",,"reshape,interacting,automation,life,think,find"
Oracle 2020,"Senior Vice President, Marketing, SaaS, Oracle",How to Turn Change into Opportunity,29,"oracle cloud,oracle cloud application,stay ahead,competition also,competition also learn,artificial intelligence blockchain,artificial intelligence blockchain iot,conversational ui,help reshape,core business,core business process","blockchain,UI",explore
Oracle 2020,"Senior Vice President,Technology and Systems, Oracle Europe, Middle East, and Africa",How Oracle and Microsoft Hit Refresh,22,"joint customer,microsoft distributed,microsoft distributed cloud,distributed cloud deployment,cloud deployment model,networking unified,networking unified identity,unified identity compatibility","Oracle,Microsoft","oracle,learn,benefit,support"
Oracle 2020,"Senior Vice President, ERP Applications Development, Oracle",Outpacing Change in a Disrupted World� The New Core of Business,32,"new technology,artificial intelligence machine,artificial intelligence machine learning,machine learning conversational,learning conversational ui,predictive analytics,finance department,finance department learn,abcam extends,abcam extends leadership",,"discover,reshape"
Oracle 2020,"Artificial Intelligence Leader, PwC",People:Power:Machine,25,"development adoption,humancentric ai,humancentric artificial intelligence solution,artificial intelligence solution positively,solution positively contributes,economic development,important problem",,"assurance,innovation,solve,world"
Oracle 2020,"Executive Vice President, Oracle Europe, Middle East and Africa, Asia Pacific and Japan",Oracle Cloud: A Path and Platform,55,"oracle cloud,oracle cloud drive,cloud drive innovation,real change,customer cloud,customer cloud technology,world around,cloud present",,"beginning,reshape,opportunity"
Oracle 2020,"Senior Vice President, Data Warehousing and Big Data Technologies, Oracl",Autonomous Data Management,29,"coming next,database development,database development team,development team find,autonomous database,revolutionizing data,revolutionizing data management,utilising autonomous,utilising autonomous service","Database Development,Data Management",discover
Oracle 2020,"Executive Vice President, Oracle Applications Product Development",How To Turn Change Into Opportunity With Oracle Cloud Apps,39,"artificial intelligence blockchain,artificial intelligence blockchain iot,conversational ui,core business,core business process,supply chain,customer experience,customer experience learn",blockchain,"reshape,finance,anticipating"
Oracle 2020,"Senior Vice President, Marketing, SaaS, Oracle",Outpacing Change in a Disrupted World��The New Core of Business,26,"oracle erp,epm development,epm development leader,trailblazing customer,trailblazing customer showcasing,operation core","Oracle,ERP,EPM","technology,reshaping,reinvigorating,finance,business"
Oracle 2020,"Senior Vice President, Technology, Oracle Middle East and Africa, and Central and Eastern Europe",Unlock Endless Possibilities with Oracle Cloud,35,"machine learning,autonomous cloud,autonomous cloud oracle,cloud oracle cloud,oracle cloud infrastructure,cloud infrastructure ha,infrastructure ha reimagined,ha reimagined cloud",,"explore,automation,powering,important"
Oracle 2020,"Senior Vice President, Software Development, Oracle",Cloud Platform Middleware Strategy and Roadmap,28,"oracle comprehensive,oracle comprehensive cloud,comprehensive cloud platform,cloud platform service,onpremises software,onpremises software hear,leverage oracle,leverage oracle cloud",Oracle,"strategy,customer,digital"
Oracle 2020,"Senior Director Product Manager, Oracle",A New Class of Cloud Infrastructure,18,"oracle new,oracle new class",Oracle,"business,secure,cloud,scale,help,data,find"
Oracle 2020,"Vice President of Product Management, Oracle",Solution Keynote: Strategy and Roadmap for Cloud and On-Premise,24,"exadata architecture,advanced cloud,inmemory functionality,online transaction,online transaction processing",,"transformed,provide,analytics,world,learn"
Oracle 2020,"Vice President of Product Management, Oracle",Strategy and Roadmap for Cloud and On-Premise,24,"exadata architecture,advanced cloud,inmemory functionality,online transaction,online transaction processing",,"transformed,provide,analytics,world,learn"
